id,username,tweet
1932969745,ItsDawns,@TidyCat check it hehe naughty puppy stealing the cat food 
1932969757,dulcecandy87,OMG I just a got a special Invite to the IMATS in LA.....Thanks Cori!!!  Whos coming???? Let me know pls...
1932969763,moony394,@karendee LMAOOOOOOOOOOOOOOOO i was wondering what you were talking about but now i get it hahahah THANK YOU   
1932969772,ryszard99,hates buying expensive and low quality lunch in the city. Packed lunch ftw! 
1932969780,FWSR28,@eve6er69 i'm not within the USA 
1932969817,iin_mii_zone,@STEEZE88 Yeah i heard about that too......yeah that's yo &quot;baby mama&quot; but that's my wifey.. 
1932969892,Michelle__2011,walking to starbuckss 
1932969899,Margauxislove,@KING617 thanks for following 
1932969939,tophatdog,"@siyaadah You're so sweet, thank you. Sorry I was gone for awhile again  Scooter really is a great dog, so funny &amp; full of life"
1932969962,Aurianna,@joeymcintyre You need to tile your background so we can actually see the picture - it's being blocked by the twitter screen 
1932969976,SCourt,Enjoyed tonight's graduating cohort's pep talk/Q&amp;A. Everything you wanted to know about getting through but were afraid to ask 
1932969978,jeraldxcore,I've prepared My School Thingy. 
1932969998,baarbyy,@selenagomez omg i know sel it is awesome 
1932970010,Azleeshy,OHHH I hear Across the Universe playing in the other room.... NIGHTERS!!!!! 
1932970081,Sbaluta,Love my new steam mop  yeah.. I'm a dork and enjoy cleaning my place
1932970119,mrjessMCK,Question of The Day:Why does the Easter bunny carry eggs? Rabbits don't lay eggs ooor do THEYY???........no they dnt i googled it  jk
1932970157,alexcubla,@lbchaser hey dude hope your doing good  miss ya ....
1932970319,Hampiee,I just ran a red light 
1932970334,MissXu,"for the ladies ONLY - if you got a chance to visit the Playboy Mansion, would you?  (you can DM if you don't want to say out loud  )"
1932970401,tnkrbell23,"Dont forget you love your baby  lol LIVE,LAUGH,LOVE"
1932970419,evanna11,"@Sims http://twitpic.com/613ce - Oh, looks really nice! "
1932970429,riddle7,@skrzydlinski i love u melski!!! cant wait until friday!!! it wont get here soon enough!!! ughhh  143
1932970606,FightingDreams,@leeclamp Hey Lee.  I finally got a Twitter!
1932970612,Eddiiiie,Omg 2 dollar tacos from old town are SOO bomb! I wulda never thot of getting a cheesburger taco!  satisfied
1932970652,Koann,"@pahlkadot Re: microsyntax, You're one of the few girls that may be an even bigger nerd than I.  Nice "
1932970676,GMoua,"@maadster Wherever you're at Maddd, have a safe trip and tell your mom I get well after her surgery! Ya'lls in my prayer  Love you Madddd."
1932980190,coachbagluver,i am feeling great after practice...my stamina for this dance is increasing 
1932980211,bbBonnie,"Home cooked meal, Hannah Montana, and a responsably-stoned conversation with my mom "
1932980296,uddin2,Searching for a job 
1932980314,slikchikusa,@mileycyrus Me too! But I gotta do the 9-5 thing everyday so I have to get to bed sometime..except for weekends! 
1932980315,Bissessar,@wentworthmiller  i'm listener felicityb on ur blip....felicity is my first name &amp; u already know my last  
1932980370,sarahdeann,Super busy all day today. moved mom in. 2 blocks is the best distance to have in between us.  good night and god bless
1932980387,Jsvanegas,"finally going to sleep ... tomorrow another day of work &gt;,&lt; ah i wish i could sleep all day o.o.. tomorrow i can see u again claudia "
1932980403,koriemani,"- goingg to sleep  school , then out for pizzaa!"
1932980445,method86,finally a day off  http://method86.wordpress.com/
1932980462,MrSecureT,Couldn't help myself. Stayed with it 'til the end. Rangers beat the Yankees!  
1932980527,GlennSON,Naps the whole day? arrgh but I did wake up to see the Magics Woop On some LBJ ass! whaaaat? Lakers and Magics in the Finals! 
1932980556,SashaKane,"@barryfrangipane Are you and Debbie, having a great time? Was told to start being more conservative about what I Tweet. "
1932980570,LBJJ9,"@PandaMayhem ok 8 emails total, 21 songs, np you r welcome anything to help out a NKOTB sista "
1932980596,WarsanYassin,@pookeynoodlex  byee you work you ass of ya heaard 
1932980688,shannon_quinn,guy @ ihop looks like rob thomas. ahahahaha. fun night 
1932980713,skivr,"@iPanoramic360 no problem  I know it's complicated to put gps on canon, you should switch to Nikon lol "
1932980718,JoannePDX,"Enjoyed Terminator Salvation much more than I expected to. It's not one to think too deeply about, just sit back &amp; enjoy the action  #fb"
1932980827,HaveHeart,"School's finally finished, it kinda felt like today took forever. But it was a good day! The weathers sunny now "
1932980860,Bamboujikin,@CandoNintendo haha of course it was a good idea.. You'll only get to jetski once through the whitsundays paid for by the boss 
1932980895,dancerforlife,"because I'm tired, but can't sleep, I'm going to put on Harry Potter and make popcorn. "
1932980911,singlemaltTV,@AlistairLaing  it is tough Alistair but we force ourselves to grin and bear it  
1932980950,MsJennyBPants,Did I mention it really is painful being here and not there? Because it really is. And I'm pretty sure I'm having sympathy contractions. 
1932980993,ahsan,@Casssady wish u productive day tomorrow - good night - sleep well 
1932981008,Katherineie, Getting ideas for my room revamp! 
1932981028,esmeg,"@ImaPacifist ok,keep chillin' - learned that word the other day too "
1932981072,KatieQuan,goodnight tweethearts!!!! great day  i should probably be more aware of the fact that andrew is deaf next time i choose where we sit..
1932981080,knyas,??? ? Towel Day ????? ? ???????????  ? ?????.
1932981100,danny_roberts,@gerihirsch i quoted you on my blog post !  haa igorandandre.blogspot.com
1932981195,thundercatlisa,Parents are fighting. Fantastic. Getting a wake up call from the bestest person ever. 
1932981370,Plopleadguitar,Just got home from terminator and a 20 min drive. I love driving late at nite with nice weather and cool music. 
1932981386,herstartup,@Foodology dessert! there's always room because you eat it 1st! then my veggies 
1932981412,rabbitlove123,@Fishie_TuTa h�h� th?t th? sao ss) v?y l� ch? c?n thi nhiu ?i?m th� ?o?t lo?i gi?i ss 
1932981414,Jamie_Eason,@Tani122 At least they are a healthy treat!  You can even leave out the ricotta. Just add one more egg white and a baby food jar of water
1932981494,aznJaime,"@joeypage Psh, forget the Chicago show... Cali. show "
1932981581,staceydykstra,@jacobfrazier jonathan and I went and met up with brandon and lindsey. Friends from San Fran area. It was lots of fun!!! And nice weather 
1932981594,GROUCH247,uggh i cant wait till my hubby get's home from work... just  wanta spend time with him 
1932981598,mark_stuckert,@toddsmithdesign 
1932981645,jlieu,@NCFitclub THANKS!  I will keep in touch! 
1932981673,EveTilaTequila,In xbox 360 playing some cod4 for get my sleepp 
1932981686,bluemickey21,on and off... lulubog... lilitaw...  
1932981716,groovyitgirl,It's always a joy to get called in the middle of the night 
1932981735,danfinch,"@Estep you are a saint, should have mentioned that I meant the actual code text editor - I am just bitching about the changes in keys/etc "
1932981755,RickyDoig,@madformanhattan Yess i'm also a fan of chanel !! its amazing 
1932981876,superhumanm0r0n,i have the urge to watch holes. and last weeks criminal minds episode. it was great lol 
1932981907,TaosJohn,"@thegoodhuman I assume you don't have a cat, or maybe you did, but that was before your visitors. "
1932981926,meganunthank,@REALalwilliams band boy and I are now engaged and im pregnant with his babies. thanks sooo much for setting us up last night 
1932981934,newtonseye,"i see lots of people are unfollowing, in the meantime I am looking for people to follow "
1932982012,JTheMachine,just got home from work. We got ROBBED when it came tip time. Don't know what happened...talk to me 
1932982017,ccimdina,@comeagainjen http://twitpic.com/61fmq - omd.. i love ur nails! 
1932982058,TwiLove66,@jesse_la Hellooo dear!  what up?
1932982072,Zeltus,@chynabarbeedoll whats up smexy? 
1932982077,seeyuh,@ladyyykatty oh. that's bad. she's following me. 
1932982127,primaveron,@LimeIce and I'm assuming the dress will be lime green as well! 
1932982162,adorkablecutie,@dannygokey Your my hero!  Your AMAZING!
1932982171,Best4uRapunzel,@danecook I dreamed about those abs the other night  
1932982175,JessiDavis_,somebody on twitter just told me i need implants LOL if i wanted them id buy them honey  id rather have my own condo. thx!
1932982194,InFaMoUsHeRo,I just won $4 on a scratcher. God is smiling down on me tonight. 
1932982210,SassyCaliChic84,@YoungSlapz will do sir 
1932982233,Stu_D0gg,"@TheLovelyNikki Nighty night, miss "
1932982243,geecalhoun,"Working on the business...day in, day out...Gonna pay off though!! "
1932982254,chele10123,"Singing.....Blame it on tha Goose, got me feelin loose, blame it on tha 'trone, got me in tha zone.....  *Big Smile*"
1932982419,emptydialogues,is now in boon fang's house and will heading to NHPS! 
1932982541,miizronnie,"@cathy_cochina40 true, better than nothing "
1932982556,ChelseaBurr,Just got home from hanging out with the boyfriendd &lt;33 Today is our two month :]]] Feels like forever 
1932982658,Jen2Squared,@Jason_McIntyre I twitter dropped. He got home last night and hasn't tweeted since before he left on Friday. U miss him as much as I did? 
1932982715,olivianola,@KathAtomz jkjk  john o' and william will always be hotter though.
1932982720,dutgoodman,"is in peru, and is 2 for 2 on good sro so far.  even the starbucks was drinkable today."
1932982725,shaybutter,@dphresh lET ME KN0W WHEN URS W0RKS ;] CUZ iM TRYiN T0 CHANGE MiNE. 
1932982785,Dreagirl619,@SocietyReject:  man seriously. 
1932982842,irenecarag,is with babe  i misssed you! talk talk and talk.
1932982902,kevinpasco,"is following exactly 1000 people, cool "
1932982981,raneash83,its that time of the day when i have gone brain dead... time to pack up and head home for the day 
1932982994,blue22pr,"@lafinguy Um, my 10-yr old is not &quot;hot,&quot;  but thanks for the compliment!"
1932983022,Rotae,@KevinRuddPM You guys delivered a smackdown on the opposition today in Question Time! Funniest show on TV! Wish ABC showed it all! 
1932983104,widg3tt,@rachelmcadams Have you ever worn a canadian tuxedo? 
1932983147,ModernPOP,A couple of new blog posts to check out if you are bored out of your MIND  http://bit.ly/pZ8Wu
1932983178,makeupspot,Hey Brooke...wishing B a happy bday...it's also Alex's 2 months 
1932983195,chelsgafkjen,Today has been a great day. 
1932983263,petehopkins,@RentToOwnHomes dude i love kalispell montana. most crystal blue water i've ever seen.  really spectacular thx for the follow!
1932983278,MylNL,on my way 2 work smile on my face sun is shining in Amsterdam ..finaly 
1932983411,baldeggie,Were HOME now time 2 grind  no hospital roll will try again 2morrow grrr
1932983456,jaelynnnnn,time to sleep...  night everybody!!
1932983462,iphonefresh,Android Apps might soon run natively on Ubuntu  http://bit.ly/HYyLG
1932983475,HeeySusie,Off the computer. Texxxt me cute kids 
1932983500,EmilSayles,@JessicaRochelle don't let it stress you its always good to hear from u 6am wake up time for me twit u soon 
1932983502,luxocrat,"I'm not as much too lazy to workout as I am too lazy to drive to the gym, does someone want to give me a ride? "
1932983567,teagangsta,@wAonLdeIrlCanEd Got it! Worked like a charm! (how ever good they work) 
1932983671,LolahCherry,@redd314 friends were so cool and down 2 earth it was fun...  
1932983682,markjohnathen,@nicolerichie http://twitpic.com/61fqw - you're seriously so gorgeous.  i envy you x69 
1932983754,brandonbMK09,@M1ssNina koo! i wish i was there lol 
1932983766,joanaruby,Being productive is fun  now it's time to clean my room.
1932983788,iheartbanana,@cristi4n &lt;333 Darling did you protest today? And who is an inspiration? haha 
1932983792,shontelsherrea,Good night beauties 
1932983821,andrewghayes,@traveladdict thank you 
1932983833,louiealdip,@tracecyrus I LOVE METROSTATION.i have dance steps to shake it :&quot;&gt; 
1932983854,bendennis,"long, fun day...relaxing with some FRIENDS "
1932993136,jemariie,@comeagainjen http://twitpic.com/61fmq - so cute! 
1932993215,kbrown1906,@MissKeriBaby Awww cheer up sweetie!!!! Enjoy yourself! 
1932993249,winyoo,"I can't wait the match.. Barcaaaa, please get the trophy "
1932993272,rgoodchild,@benjamintelfer our twitter friendship is over! !!!!!!!!!!!!! meh... I spell his name wrong all the time 
1932993319,prettysilly,"@dyaniss Teach me tomorrow, please? "
1932993398,tinkarooni,"@JustJayde Lol well you can keep the melon, too cold for that stuff anyway "
1932993477,JenTekk,@jedmarc  It went well ty! Will be brought before the Board in 2 wks. The gal I presented to was impressed. Keeping fingers crossed.  
1932993487,jpgmonkey,I went around for 5 hours today smelling like melted chocolate. It was very amusing seeing people trying to guess my perfume today 
1932993514,nobes_87,"@bethanie The left. Because it has a pulled muscle. And I did, very clever *patting your head* "
1932993556,miserylied,"@Lovely_London Oh, okay. I love your tattoos, by the way. "
1932993563,biotik,Wolf-Hirschhorn syndrome 
1932993616,urn,@pmcadwell Thanks so much for your help! 
1932993697,caitlinduhhh,@estrella_bby hahah  what do you want for graduation?
1932993722,MsXtina23,@chanel_latrice let's layout and swim tomorrow! 
1932993758,Trinity_B,@Tcell1 Hey. 
1932993765,Bowl_the_Bunny,@tweetnotpurge1 But you won out in the end - *not* ED! That's major. I'm very proud of you.  &lt;3
1932993809,KNicholeMusic,#unfollowdiddy FOLLOW ME!!!! 
1932993814,pinkypatchy04,Just received the official wedding invite for one of my good friends--can't wait! 
1932993866,quachee,searching dream photos to create the 'dream montage'. one of the tools learnt in 'the secret'. try it 
1932993873,kittyberry,Ok @CharlyJohnson @CharlyJohnson @CharlyJohnson 
1932993912,teampaulwall,"@FilmFreakFranco @ohapey dear javier, i cant miss this golden opportunity. you &quot;always wanted a woody&quot; sad to hear your not a man yet. "
1932993928,meganlattero,i give up. goodnight 
1932993962,TimothyCarter,@JPmicek DUDE...have ya peeped my rockin' hot Blogi360 site these days? http://SocialNetworkingLifestyle.com Would love some feedback! 
1932993980,taskzen,Video tweeting in Tweetie for Mac - powered by @yfrog  http://yfrog.com/0tv39p  - putting the final touches on the UI now  (via @atebits)
1932993990,gstro,it feels good being on summer vacation! 
1932994056,reallyreallynz,@joferro It's fabulous! Congrats guys! 
1932994131,nawong,"@henriliriani even some of the elements are not so native-looking, the UI still looks pretty good "
1932994134,FISHSOOUP,@imohsomarvelous yeah but it's great 
1932994175,timoni,"@jasonbentley Still, though, the project you were working on was pretty cool. "
1932994183,AnnSue,"@mileycyrus I WISH... LOL~ It all changes soon,,, I gotta ground myself.. LMAO~~ XOXO "
1932994237,CD09,"@sandipantz I can't sleep.   Here are some more, they fucking hilarious! http://tinyurl.com/qauqfp  Have a great night Sandy."
1932994242,webmaster_paul,@oliviamunn We're on here right now olivia! Thanks for taking my call! 
1932994358,makinitrite,@rockentry  good nite...are you eyes closed now?    sweet dreams !
1932994382,ohmymae,"Just got back from market-market, bought the 8GB memory card for the psp, already. "
1932994385,den1110,Hope that Jillian will slay those dragons...  Off to bed to get some much needed ZzzZz�s!!!!
1932994387,laurenparadiso,@Ray_Kay RAY!  ...oooooh ok we're soooo exited to see  eeeeeeeeeeee
1932994512,DanggItsDevin,@miSS_MoDeL sorry 4 the 3rd degree but ur to good 4 that 
1932994534,sugarghc,@HellyGrace good morning! 
1932994561,Indica22,@wentworthmiller hey! looks like you got your picture fixed!  right on.
1932994574,Alaerys,@Zyster Books are my best friend  CM is pretty good. I like anything I can mix.
1932994681,xibalbathirteen,@Phatlip12 I think i might have ran across a picture of a forum member http://bit.ly/11EaYj  
1932994711,kencasey,"@lilwldchld If you can't beat it...Hot Hot Heat with &quot;Talk to Me, Dance With Me&quot;.  ? http://blip.fm/~74115"
1932994733,staceyisrad,@xoxolovebug that's okay! lol i have to finish up a paper for tomorrow anyways. i'll be on tomorrow 
1932994827,DanielleMarie89,"Stop hatin on a bitch, that's a weak emotion "
1932994971,iPat143,@TraceCyrus Philippines!!!! woot! I might watch you guys. 
1932995016,ladyohawk,"5.55 miles, whoo! god I'm gross "
1932995110,b_cecilie_brix,"@MGiraudOfficial me, me!! come play for me "
1932995205,TeamMellon,"Headed to Philly tomorrow! Check it, http://teammellon.weebly.com/. donate fools! "
1932995222,avivabennett,"became a huge fan of NETGEAR, if anyone needs a computer router----GREAT customer service    very impressive"
1932995251,catieronquillo,@genehiga @annhamilton it was so fun shooting with you both this afternoon! thanks for sharing your wealth of knowledge 
1932995328,_magic8ball,@dlawless It is certain 
1932995372,Mygirl04,I'm gonna take a hot bath and read until its wayyyy past my bedtime!! 
1932995416,staceydykstra,@jacobfrazier oh yeah and have lots and lots of fun with mickey tomorrow for steph's birthday 
1932995479,goodeatsdfw,I wrote a post on @chefblythebeck at http://www.goodeatsdfw.com/?p=72 and now I'm following her on Twitter. We both like Golden Girls 
1932995540,meago23,The Promise- Anberlin 
1932995583,KallieShort,watching ever after. feeling better about life 
1932995584,mewantssomeoreo,is back ; watching BOF 
1932995596,myria101,@Strabismus night 
1932995611,GenNewman,Trying this on my ipizzle touch 
1932995633,aliceee,just saw a HUGE COCKROACH in the kitchen! wtf how is it so big?! thank god my dad came to the rescue  ahhhhhhhh so scary still!
1932995671,lvlyfairygrl,"finally going to bed!! good night, everybody.  sweet dreams"
1932995678,TwinkieMonster,woo! I finished! 12 more to go. 
1932995689,xdaisyo,gave myself a french manicure 
1932995770,lilJolie,I have a new myspace!! 
1932995843,teamJess,Rly fucking LOVE every single purchase i made today  the dress has officially grown on me
1932995944,CatiaDestine,"@mileycyrus Miley takes a tranquilizer for sleep which is very good, I take the time      #mileybrazil"
1932995948,PussyPrevails,LOL. I can't HELP it. I'm glad it keeps you entertained tho.  @royallyme
1932995968,AdrianCamacho,practice went well. dancing with the starzsky event ft. slow motion red lights is thurs. and plano show saturday!  very excited.
1932996027,october_cmu,yay. totally happy that the Magic won. and i'm gonna wing it tomorrow with my speech on AI. lol fun 
1932996028,GlamourRockKid,"Sandwiches, courtesy of Holly Wood, Movies, and a relaxing night "
1932996040,lalalinds,@mileycyrus i love that show! lucky  haha.
1932996049,corewarrior,@jaymartinez No worries. Far important to get the twins to sleep 
1932996071,mitchjoel,@allanjenkins it would be great to meet in person Allan. I hope you can make it 
1932996072,Razzledeedazzle,Pretty tired haha I still gots to shower  I hate how tomorrow is only Tuesday  Fuck duuuude Oh an the run today was good 
1932996154,Meg_Han_Solo,@theactualjoey yes... Yes I am 
1932996175,CNelly,@souffront_ I love your skank ass too 
1932996196,jjayarzadon,@carlosanna there's twitter in the philippines? hah  @heysarahrose hey!
1932996225,raistalla,had a great day  hiking in the city with my love bug 
1932996229,jasonmiller21,"Guess we're going to see the Magic in the Finals instead of Lebron.    Oh well, the Lakers are going to win it anyway.  "
1932996244,Delriach,"@jeffrubenstein pfft, forget Disgaea (great game)... play some Suikoden on the PSP instead. "
1932996359,JoBros31,lying in my bed watching disney channel 
1932996382,Dolce_Simona,"@Jessi_lea it depends, i think for more designer stuff, the US site  I am also loving urban outfitters, i will send there website "
1932996401,pinkydiamonds,I'm so excited bout this Saturday! Hope Fatin can make it this time 
1932996416,bkb91,I'll just pretend.... I'm good at it.  happppy brittney!
1932996466,andyshred,watching some music videos 
1932996531,GeraldFerr,@babblingbrookie: Try this. Concentrate on the four dots in the middle of the picture for about 30 secs.... http://twitpic.com/5zw4w 
1932996544,BostinBloke,@AndyGoulding can you sort me out a meet with Escala? 
1932996635,andmirandasays,"@GoCheeksGo I'm sure you have it by now, but just in case.  http://community.livejournal.com/fiercefabcheeks/profile"
1932996654,KaraLeeWoods,Iiiccee cream 
1932996693,skribe,"@cindyleigh Of course, but most people would think you were a scamming spammer "
1932996709,MrsSnaff,@littlefuoco good morning! how much have you seen so far? 
1932996762,ashtonmcintosh,many things on my mind-i want to go shopping...i really don't like this rain..im excited for powerhouse..and i like this twitter thing 
1932996840,impluvium,@johnkung I would be very angry if I went through a speed camera at 11.2km/h and got a fine! 
1932996862,xoxomargx,@ilse_fernandez heyy i got facebook now 
1932996865,Nadiart,@glamah  ahh.. i thought it looked like pacific  northwest.  my people are from there  thanks
1932996996,civlee,@OliviaWilder Love your friends! Thx. 
1932997017,Haramis,A sunny cloudless day - great! 
1933005036,mynameisarianne,i must to go all time low signing next monday 
1933005100,maadster,@GMoua okie dokie  hopefully ms p will be there lol
1933005179,djmiguelgarcia,good morning party people! 
1933005215,nsteinmetz,@jespern great to hear that 
1933005351,zackoid,Got back from the Palms. Gelly &amp; Nessa and I saw Night at the museum.  They LOVED IT! MOVIE ROCKED! 
1933005432,lp23rocks,@StealthyHHH yay ur back!!! 
1933005447,DevanyLemar,I love taylor  she's my bestestt friend. Such a good person.
1933005493,eskimo_sparky,@barrysaunders let's discuss the finer details of the sale over lunch at Sailors Thai Canteen next week. Be sure to bring the shiny euro 
1933005507,tylerhrt,@mileycyrus it's definitely fun! you should try it sometime. 
1933005544,katiezender,i have that same sleeping problem @mileycyrus hopefully you and i both catch some zzzz's tonight! 
1933005566,jozel147,Ahhhh AC in my room 
1933005595,mikefoong,@sheldongoh have fun 
1933005659,mizdi,"@Zorlone so it only showed the visits from around 7:30 pm yesterday up to this morning.. my time, not yours..hehe haaay..hindi na masama "
1933005694,chelseyann226,@ZDAEfron you're amazing 
1933005818,raamki,8 days to the t20 cricket world cup and 17 days to my vacation!! 
1933005842,alishamathew,playin mario..how i love  old  arcade games 
1933005919,JessiDavis_,@blackrealestate i wont. im cool with how i am  thx sweetie
1933005939,TaylorKohn,Duuuude I don't think there is any more work for me to do the entire year 
1933005962,DapperSnappers,I need to eat one last meal before bed. And then it's list making for me! Gnight tweeples.  #gno
1933005993,ToksieOlu,Chappelle's show marathon? Hell YES! 
1933005997,marufumega,@mileycyrus I LOVE UGLY BETTY  AJAJAJAJA THE ORIGINAL SERIE WAS &quot;BETTY LA FEA&quot; FROM COLOMBIA.IT WAS AWESOME! G&amp;G MILEY! 
1933006012,Noway57,@Shawee23 fully awake now..hehe  wish you have a wonderful day..happy always
1933006113,valoreetravels,@juliehancock32 You know Seabird too!? Cool  Did ya go to their Orlando show? Cause they only ever played Orlando once before this year!
1933006123,eugnachs,"otb harry potter and the deathly hallows, haha I just reached chapter 1, longlong way to go  but this is an amazing book! I ? reading it!"
1933006280,uSchoolme,Just purchased 'Educate' app for the iPhone... report coming soon 
1933006326,Infinideas,Awesome! It's working!!  This would be perfect for tomorrow morning when I'm watching the Champions League final at the pub!!
1933006355,FannishInc,Ok - I've stopped being grumpy for the day now  &lt;-- see! I'm smilin;
1933006397,SuperTrever,I'm getiing tired but I wanna keep talking to Allie 
1933006441,missgiggly,"@shoelover79 Sure, so around 6 then? "
1933006457,justananomaly,@Zensunni I sure hope so. I was never big into sports.. would be nice to go and see him play 
1933006470,aaronckirk,"poker tonight 6 and 8, SPE &amp; Father Ted's should be fun... hope I win. "
1933006478,abhishekrungta,@ankit_a Professional work costs more!  English-Hindi translation will be a big business in next few years. Keep tuned in.
1933006608,ItsDawns,@gfranks hehe some peeps are soooooooo silly 
1933006707,Live_Write,"Ok followers, I got work in the morning so...good night "
1933006748,twixter12,I really think I'm jinxed and I need to touch the snout of a coin-operated giraffe to counter bad luck the whole day. It works. 
1933006749,Elisa_Maria,So excited! Just found out Torchwood is airing on BBC America 
1933006765,InDieRoq,Potato tacos @ Gerry.Nicoles pad &amp; watched a Japanese coachroach anime  the perfect marriage lol
1933006837,houseADDICT,@stephaniepratt tell Jillian I LOVE her! Have since '96w 
1933006922,Christiegarcia,@faithgoddess7 Yvw! My friend!! God Bless You! 
1933006949,_____Lucky_____,has a mad sweet tooth. i'm goin for ice cream as soon as joey passes out 
1933006979,ericanaa,Mm.. My bed is feeling hellaaa nice right now  .. Can I just put it out there that it feels crazyyy good to be back ?! Niiight 
1933006982,teeeeeef,"@Lygris he is....hes an iron chef mmmm....i love his restaurants and hes not bad to look at either ; ) .i just look though, hes married "
1933007030,quinaking,@HMXCasey I see what you did there. 
1933007039,Vemsteroo,"@michecs I know, it gets banned in German states despite that fact (??)... Probably for the best, coulda caused a Red Bull run "
1933007089,SMashney,@djajh2000 thanks 
1933007135,luvtheheaven,"@AliGraysAnatomy I thought I was already subbed to you, honestly, LOL. I watch every single new video you make pretty much, lol. "
1933007381,OregonLoves,good knight eveyone 
1933007410,onsilentwings,Tomorrow is going to be so much fun! Friends are going to visit me in prison. Yeah!!! 
1933007627,petehopkins,@danielleashanti I know exactly how u feel. im like so tired i cant go to sleep tho.. its weird. i need a valium and a vodka tonic!  ha
1933007668,Listersmate,"@nursejennifer I know you can give up the cigs. Do it for me, do it for your tweet friends too. "
1933007859,Sh0eAddict,Started the cleanse in the am-will be tough but totally worth it  night night
1933007940,abigaeLettuce,"@aniedj oh, LOL, okay (= well use it more these days, haha! "
1933007963,ryankelly81,Jus finishin up takin a nice long walk on the Universal City walk on such a beautiful night...  now I'm ready 2 go 2 bed! I'm TIRED!
1933008085,jaimiesyl,yum Nick nacks!  I want Capri sun
1933008089,californiaxxx,@RachelStarrxxx just rated u 10 on brazzers being a long time member  you and rachel roxxx make a good couple - great fucking chemistry 
1933008114,juuulianne,"@DannyClermont alright, i guess the silence means &quot;no&quot; haha "
1933008135,cali2vegas,@adubtharealist Cali2Vegas... tryna get on that midnight train to Georgia 
